Campaign ID,Campaign,Ad group ID,Ad group,Keyword ID,Keyword,Clicks,Cost,Impressions
139576218,Custom_In Stock Items,8240828898,Custom_In Stock Items_skinmedica_skinmedica facial cleanser,712218401,skinmedica facial cleanser,0,0,0
139576218,Custom_In Stock Items,8240828898,Custom_In Stock Items_skinmedica_skinmedica facial cleanser,1621784861,skinmedica facial cleanser,0,0,0
139576218,Custom_In Stock Items,8240828898,Custom_In Stock Items_skinmedica_skinmedica facial cleanser,1669481722,skinmedica facial cleanser,0,0,0
139576218,Custom_In Stock Items,8240829018,Custom_In Stock Items_skinmedica_skinmedica purifying toner,18612757097,skinmedica purifying toner,0,0,0
139576218,Custom_In Stock Items,8240829018,Custom_In Stock Items_skinmedica_skinmedica purifying toner,24910087496,skinmedica purifying toner,0,0,0
139576218,Custom_In Stock Items,8240829018,Custom_In Stock Items_skinmedica_skinmedica purifying toner,29520806739,skinmedica purifying toner,0,0,0
139576218,Custom_In Stock Items,8240829138,Custom_In Stock Items_skinmedica_skinmedica sheer moisturizer,3523858842,skinmedica sheer moisturizer,0,0,0
139576218,Custom_In Stock Items,8240829138,Custom_In Stock Items_skinmedica_skinmedica sheer moisturizer,11810785179,skinmedica sheer moisturizer,0,0,0
139576218,Custom_In Stock Items,8240829138,Custom_In Stock Items_skinmedica_skinmedica sheer moisturizer,44668993024,skinmedica sheer moisturizer,0,0,0
139576218,Custom_In Stock Items,8240829258,Custom_In Stock Items_skinmedica_skinmedica ultra sheer moisturizer,1669479082,skinmedica ultra sheer moisturizer,0,0,0
139576218,Custom_In Stock Items,8240829258,Custom_In Stock Items_skinmedica_skinmedica ultra sheer moisturizer,1669480522,skinmedica ultra sheer moisturizer,0,0,0
139576218,Custom_In Stock Items,8240829258,Custom_In Stock Items_skinmedica_skinmedica ultra sheer moisturizer,1669481962,skinmedica ultra sheer moisturizer,0,0,0
139576218,Custom_In Stock Items,8240829378,Custom_In Stock Items_skinmedica_skinmedica essential serum,10837960741,skinmedica essential serum,0,0,0
139576218,Custom_In Stock Items,8240829378,Custom_In Stock Items_skinmedica_skinmedica essential serum,12023716180,skinmedica essential serum,0,0,1
139576218,Custom_In Stock Items,8240829378,Custom_In Stock Items_skinmedica_skinmedica essential serum,13332889654,skinmedica essential serum,0,0,0
139576218,Custom_In Stock Items,8240829498,Custom_In Stock Items_skinmedica_skinmedica skin brightening,61764845058,skinmedica skin brightening,0,0,0
139576218,Custom_In Stock Items,8240829498,Custom_In Stock Items_skinmedica_skinmedica skin brightening,61764850938,skinmedica skin brightening,0,0,0
139576218,Custom_In Stock Items,8240829498,Custom_In Stock Items_skinmedica_skinmedica skin brightening,61764856578,skinmedica skin brightening,0,0,0
139576218,Custom_In Stock Items,8240829618,Custom_In Stock Items_skinmedica_skinmedica skin brightening complex,61764845178,skinmedica skin brightening complex,0,0,0
139576218,Custom_In Stock Items,8240829618,Custom_In Stock Items_skinmedica_skinmedica skin brightening complex,61764851058,skinmedica skin brightening complex,0,0,0
139576218,Custom_In Stock Items,8240829618,Custom_In Stock Items_skinmedica_skinmedica skin brightening complex,61764856698,skinmedica skin brightening complex,0,0,0
139576218,Custom_In Stock Items,8240829738,Custom_In Stock Items_skinmedica_skinmedica skin brightening system,61764845298,skinmedica skin brightening system,0,0,0
139576218,Custom_In Stock Items,8240829738,Custom_In Stock Items_skinmedica_skinmedica skin brightening system,61764851178,skinmedica skin brightening system,0,0,0
139576218,Custom_In Stock Items,8240829738,Custom_In Stock Items_skinmedica_skinmedica skin brightening system,61764856818,skinmedica skin brightening system,0,0,0
139576218,Custom_In Stock Items,8240829858,Custom_In Stock Items_skinmedica_skinmedica body lotion,981885859,skinmedica body lotion,0,0,3
139576218,Custom_In Stock Items,8240829858,Custom_In Stock Items_skinmedica_skinmedica body lotion,33093078707,skinmedica body lotion,0,0,2
139576218,Custom_In Stock Items,8240829858,Custom_In Stock Items_skinmedica_skinmedica body lotion,44254643152,skinmedica body lotion,0,0,2
139576218,Custom_In Stock Items,8240829978,Custom_In Stock Items_skinmedica_skinmedica skin cleanser,3523858362,skinmedica skin cleanser,0,0,6
139576218,Custom_In Stock Items,8240829978,Custom_In Stock Items_skinmedica_skinmedica skin cleanser,8441589113,skinmedica skin cleanser,0,0,0
139576218,Custom_In Stock Items,8240829978,Custom_In Stock Items_skinmedica_skinmedica skin cleanser,8441592443,skinmedica skin cleanser,0,0,0
139576218,Custom_In Stock Items,8240830098,Custom_In Stock Items_skinmedica_skinmedica sensitive skin cleanser,1669480282,skinmedica sensitive skin cleanser,0,0,0
139576218,Custom_In Stock Items,8240830098,Custom_In Stock Items_skinmedica_skinmedica sensitive skin cleanser,1669481662,skinmedica sensitive skin cleanser,0,0,0
139576218,Custom_In Stock Items,8240830098,Custom_In Stock Items_skinmedica_skinmedica sensitive skin cleanser,1669482862,skinmedica sensitive skin cleanser,0,0,0
139576218,Custom_In Stock Items,8240830218,Custom_In Stock Items_skinmedica_skinmedica eye repair,7218011385,skinmedica eye repair,0,0,4
139576218,Custom_In Stock Items,8240830218,Custom_In Stock Items_skinmedica_skinmedica eye repair,24322404149,skinmedica eye repair,0,0,9
139576218,Custom_In Stock Items,8240830218,Custom_In Stock Items_skinmedica_skinmedica eye repair,24322741109,skinmedica eye repair,0,0,1
